volume_usd,volume,underlying_price,underlying_index,quote_currency,price_change,open_interest,mid_price,mark_price,low,last,interest_rate,instrument_name,high,estimated_delivery_price,creation_timestamp,bid_price,base_currency,ask_price
0.0,0.0,1573.94,ETH-29MAR24,ETH,,9246.0,0.009,0.008919,,0.0075,0.0,ETH-29MAR24-3500-C,,1554.62,1697373301909,0.0075,ETH,0.0105
0.0,0.0,1554.2,SYN.ETH-3NOV23,ETH,,0.0,0.41575,0.415793,,,0.0,ETH-3NOV23-2200-P,,1554.62,1697373301909,0.411,ETH,0.4205
3.74,3.0,1554.5682238181669,SYN.ETH-18OCT23,ETH,0.0,3.0,0.00095,0.00093,0.0008,0.0008,0.0,ETH-18OCT23-1625-C,0.0008,1554.62,1697373301909,0.0008,ETH,0.0011
2897.34,668.0,1554.5973357272503,SYN.ETH-17OCT23,ETH,-26.4706,596.0,0.0024,0.002381,0.0019,0.0025,0.0,ETH-17OCT23-1525-P,0.0034,1554.62,1697373301909,0.0022,ETH,0.0026
7696.66,1143.0,1554.626447636334,SYN.ETH-16OCT23,ETH,-52.3077,1679.0,0.0033,0.003263,0.0022,0.0031,0.0,ETH-16OCT23-1550-P,0.0065,1554.62,1697373301909,0.003,ETH,0.0036
0.0,0.0,1604.26,ETH-27SEP24,ETH,,0.0,,0.278988,,,0.0,ETH-27SEP24-1300-C,,1554.62,1697373301909,,ETH,0.987
4056.94,437.0,1553.98,ETH-27OCT23,ETH,-7.6923,8410.0,0.00625,0.006094,0.005,0.006,0.0,ETH-27OCT23-1450-P,0.0065,1554.62,1697373301909,0.006,ETH,0.0065
0.0,0.0,1604.26,ETH-27SEP24,ETH,,0.0,,0.754672,,,0.0,ETH-27SEP24-400-C,,1554.62,1697373301909,,ETH,
0.0,0.0,1589.12,ETH-28JUN24,ETH,,0.0,,0.874573,,,0.0,ETH-28JUN24-200-C,,1554.62,1697373301909,0.0001,ETH,
21521.49,1047.0,1558.93,ETH-29DEC23,ETH,4.1667,126219.0,0.013,0.012983,0.0115,0.0125,0.0,ETH-29DEC23-1900-C,0.014,1554.62,1697373301909,0.0125,ETH,0.0135
0.31,2.0,1554.48,ETH-20OCT23,ETH,0.0,12580.0,,2.3e-05,0.0001,0.0001,0.0,ETH-20OCT23-2000-C,0.0001,1554.62,1697373301909,,ETH,0.0001
14050.68,197.0,1558.93,ETH-29DEC23,ETH,5.5556,31105.0,0.047,0.046825,0.045,0.0475,0.0,ETH-29DEC23-1600-C,0.048,1554.62,1697373301909,0.0465,ETH,0.0475
0.0,0.0,1573.94,ETH-29MAR24,ETH,,6212.0,0.0037,0.003622,,0.0032,0.0,ETH-29MAR24-5000-C,,1554.62,1697373301909,0.0028,ETH,0.0046
0.0,0.0,1573.91,ETH-29MAR24,ETH,,37046.0,0.0155,0.015345,,0.0145,0.0,ETH-29MAR24-2800-C,,1554.62,1697373301909,0.014,ETH,0.017
0.0,0.0,1604.26,ETH-27SEP24,ETH,,65.0,0.2125,0.209455,,0.203,0.0,ETH-27SEP24-1500-C,,1554.62,1697373301909,0.2015,ETH,0.2235
0.0,0.0,1554.74,ETH-24NOV23,ETH,,0.0,,1.187116,,,0.0,ETH-24NOV23-3400-P,,1554.62,1697373301909,,ETH,
0.0,0.0,1554.626447636334,SYN.ETH-16OCT23,ETH,,3.0,0.094,0.09352,,0.1,0.0,ETH-16OCT23-1700-P,,1554.62,1697373301909,0.091,ETH,0.097
0.0,0.0,1554.48,ETH-20OCT23,ETH,,251.0,0.1275,0.126266,,0.1075,0.0,ETH-20OCT23-1750-P,,1554.62,1697373301909,0.1245,ETH,0.1305
4.04,3.0,1553.98,ETH-27OCT23,ETH,25.0,8635.0,0.00095,0.000977,0.0008,0.001,0.0,ETH-27OCT23-1200-P,0.001,1554.62,1697373301909,0.0009,ETH,0.001
243.53,2.0,1573.94,ETH-29MAR24,ETH,1.9355,10389.0,0.07975,0.07975,0.0775,0.079,0.0,ETH-29MAR24-1700-C,0.079,1554.62,1697373301909,0.078,ETH,0.0815
0.0,0.0,1554.626447636334,SYN.ETH-16OCT23,ETH,,1.0,0.062,0.061361,,0.07,0.0,ETH-16OCT23-1650-P,,1554.62,1697373301909,0.059,ETH,0.065
365.09,165.0,1554.48,ETH-20OCT23,ETH,-18.75,6627.0,0.0013,0.0013,0.001,0.0013,0.0,ETH-20OCT23-1400-P,0.0016,1554.62,1697373301909,0.0012,ETH,0.0014
465.29,37.0,1554.5682238181669,SYN.ETH-18OCT23,ETH,6.25,37.0,0.00875,0.008629,0.0075,0.0085,0.0,ETH-18OCT23-1550-P,0.0085,1554.62,1697373301909,0.0085,ETH,0.009
0.0,0.0,1554.74,ETH-24NOV23,ETH,,0.0,,0.929847,,,0.0,ETH-24NOV23-3000-P,,1554.62,1697373301909,,ETH,
0.0,0.0,1589.12,ETH-28JUN24,ETH,,1788.0,0.9193,0.919282,,0.825,0.0,ETH-28JUN24-3000-P,,1554.62,1697373301909,0.0001,ETH,1.8385
0.0,0.0,1554.5682238181669,SYN.ETH-18OCT23,ETH,,0.0,0.09425,0.0937,,,0.0,ETH-18OCT23-1700-P,,1554.62,1697373301909,0.091,ETH,0.0975
4237.01,41.0,1554.01,ETH-27OCT23,ETH,0.0,8562.0,0.067,0.066954,0.0665,0.0665,0.0,ETH-27OCT23-1650-P,0.0665,1554.62,1697373301909,0.0635,ETH,0.0705
0.0,0.0,1573.94,ETH-29MAR24,ETH,,344.0,0.3502,0.609144,,0.5665,0.0,ETH-29MAR24-2500-P,,1554.62,1697373301909,0.0004,ETH,0.7
914.13,100.0,1573.94,ETH-29MAR24,ETH,0.0,3915.0,0.0065,0.006386,0.0059,0.0059,0.0,ETH-29MAR24-4000-C,0.0059,1554.62,1697373301909,0.005,ETH,0.008
24.56,3.0,1558.93,ETH-29DEC23,ETH,0.0,32900.0,0.00525,0.005386,0.0048,0.0055,0.0,ETH-29DEC23-2300-C,0.0055,1554.62,1697373301909,0.005,ETH,0.0055
0.0,0.0,1554.5973357272503,SYN.ETH-17OCT23,ETH,,43.0,,6e-06,,0.0002,0.0,ETH-17OCT23-1350-P,,1554.62,1697373301909,,ETH,0.0001
4.67,15.0,1554.5973357272503,SYN.ETH-17OCT23,ETH,0.0,99.0,,9e-05,0.0002,0.0002,0.0,ETH-17OCT23-1400-P,0.0002,1554.62,1697373301909,,ETH,0.0001
0.0,0.0,1554.01,ETH-27OCT23,ETH,,4143.0,0.16,0.159545,,0.1465,0.0,ETH-27OCT23-1800-P,,1554.62,1697373301909,0.1565,ETH,0.1635
0.0,0.0,1604.26,ETH-27SEP24,ETH,,95.0,0.00055,0.000519,,0.0008,0.0,ETH-27SEP24-200-P,,1554.62,1697373301910,0.0001,ETH,0.001
0.0,0.0,1554.626447636334,SYN.ETH-16OCT23,ETH,,0.0,0.1255,0.125673,,,0.0,ETH-16OCT23-1750-P,,1554.62,1697373301910,0.1225,ETH,0.1285
0.0,0.0,1558.96,ETH-29DEC23,ETH,,711.0,0.18325,0.183364,,0.2365,0.0,ETH-29DEC23-1300-C,,1554.62,1697373301910,0.178,ETH,0.1885
0.0,0.0,1554.77,ETH-24NOV23,ETH,,113.0,0.22725,0.226747,,0.2394,0.0,ETH-24NOV23-1900-P,,1554.62,1697373301910,0.223,ETH,0.2315
537.08,3.0,1573.94,ETH-29MAR24,ETH,0.0,4837.0,0.11825,0.118684,0.115,0.115,0.0,ETH-29MAR24-1600-P,0.115,1554.62,1697373301910,0.1165,ETH,0.12
0.0,0.0,1554.5973357272503,SYN.ETH-17OCT23,ETH,,0.0,0.05225,0.051751,,,0.0,ETH-17OCT23-1475-C,,1554.62,1697373301910,0.049,ETH,0.0555
0.0,0.0,1589.12,ETH-28JUN24,ETH,,907.0,,0.239635,,0.2605,0.0,ETH-28JUN24-1800-P,,1554.62,1697373301910,,ETH,1.0945
0.0,0.0,1604.26,ETH-27SEP24,ETH,,362.0,0.02025,0.020069,,0.0255,0.0,ETH-27SEP24-5000-C,,1554.62,1697373301910,0.0195,ETH,0.021
0.0,0.0,1554.2,SYN.ETH-3NOV23,ETH,,0.0,,0.485478,,,0.0,ETH-3NOV23-800-C,,1554.62,1697373301910,,ETH,
0.0,0.0,1604.23,ETH-27SEP24,ETH,,0.0,0.58325,0.24219,,,0.0,ETH-27SEP24-1400-C,,1554.62,1697373301910,0.18,ETH,0.9865
0.0,0.0,1554.2,SYN.ETH-3NOV23,ETH,,0.0,0.0765,0.076711,,,0.0,ETH-3NOV23-1450-C,,1554.62,1697373301910,0.072,ETH,0.081
0.0,0.0,1554.77,ETH-24NOV23,ETH,,0.0,,0.614299,,,0.0,ETH-24NOV23-600-C,,1554.62,1697373301910,,ETH,
1872.75,387.0,1554.5973357272503,SYN.ETH-17OCT23,ETH,-3.5714,356.0,0.0028,0.002811,0.0027,0.0027,0.0,ETH-17OCT23-1575-C,0.0046,1554.62,1697373301910,0.0026,ETH,0.003
0.0,0.0,1573.94,ETH-29MAR24,ETH,,2670.0,0.00115,0.001108,,0.0014,0.0,ETH-29MAR24-7500-C,,1554.62,1697373301910,0.0008,ETH,0.0015
0.0,0.0,1554.2,SYN.ETH-3NOV23,ETH,,82.0,0.00075,0.000737,,0.0009,0.0,ETH-3NOV23-2000-C,,1554.62,1697373301910,0.0006,ETH,0.0009
0.0,0.0,1554.51,ETH-20OCT23,ETH,,0.0,,0.929893,,,0.0,ETH-20OCT23-3000-P,,1554.62,1697373301910,,ETH,
0.0,0.0,1554.01,ETH-27OCT23,ETH,,14.0,0.40655,0.608799,,0.3435,0.0,ETH-27OCT23-2500-P,,1554.62,1697373301910,0.0001,ETH,0.813
0.0,0.0,1554.51,ETH-20OCT23,ETH,,6.0,0.15825,0.158202,,0.0565,0.0,ETH-20OCT23-1800-P,,1554.62,1697373301910,0.1545,ETH,0.162
250.94,101.0,1573.94,ETH-29MAR24,ETH,45.4545,3161.0,0.0015,0.001477,0.0011,0.0016,0.0,ETH-29MAR24-6500-C,0.0016,1554.62,1697373301910,0.0012,ETH,0.0018
1554.75,105.0,1554.2,SYN.ETH-3NOV23,ETH,-5.0,1680.0,0.00975,0.009671,0.0095,0.0095,0.0,ETH-3NOV23-1450-P,0.01,1554.62,1697373301910,0.0095,ETH,0.01
0.0,0.0,1554.2,SYN.ETH-3NOV23,ETH,,0.0,,6.5e-05,,,0.0,ETH-3NOV23-2800-C,,1554.62,1697373301910,,ETH,0.0005
281.51,1.0,1604.23,ETH-27SEP24,ETH,0.0,122.0,0.17825,0.178271,0.1815,0.1815,0.0,ETH-27SEP24-1600-P,0.1815,1554.62,1697373301910,0.175,ETH,0.1815
5396.75,129.0,1554.74,ETH-24NOV23,ETH,-3.6364,28049.0,0.0275,0.027399,0.026,0.0265,0.0,ETH-24NOV23-1500-P,0.0275,1554.62,1697373301910,0.027,ETH,0.028
74.68,1.0,1589.12,ETH-28JUN24,ETH,0.0,3096.0,0.047,0.046941,0.048,0.048,0.0,ETH-28JUN24-2500-C,0.048,1554.62,1697373301910,0.045,ETH,0.049
3.11,20.0,1554.48,ETH-20OCT23,ETH,0.0,479.0,,2.2e-05,0.0001,0.0001,0.0,ETH-20OCT23-1000-P,0.0001,1554.62,1697373301910,,ETH,0.0002
465.02,46.0,1554.2,SYN.ETH-3NOV23,ETH,0.0,1575.0,0.00675,0.006625,0.0065,0.0065,0.0,ETH-3NOV23-1400-P,0.0065,1554.62,1697373301910,0.0065,ETH,0.007
0.0,0.0,1554.01,ETH-27OCT23,ETH,,14.0,0.35355,0.480192,,0.416,0.0,ETH-27OCT23-2300-P,,1554.62,1697373301910,0.0001,ETH,0.707
0.0,0.0,1573.94,ETH-29MAR24,ETH,,1681.0,0.0028,0.002736,,0.0029,0.0,ETH-29MAR24-5500-C,,1554.62,1697373301910,0.0021,ETH,0.0035
0.0,0.0,1554.2,SYN.ETH-3NOV23,ETH,,23.0,0.00085,0.000843,,0.0007,0.0,ETH-3NOV23-1100-P,,1554.62,1697373301910,0.0007,ETH,0.001
0.0,0.0,1554.74,ETH-24NOV23,ETH,,0.0,,0.486188,,,0.0,ETH-24NOV23-800-C,,1554.62,1697373301910,,ETH,
0.0,0.0,1558.96,ETH-29DEC23,ETH,,6402.0,0.2915,0.292916,,0.298,0.0,ETH-29DEC23-2000-P,,1554.62,1697373301910,0.285,ETH,0.298
0.0,0.0,1573.94,ETH-29MAR24,ETH,,1120.0,0.00825,0.008151,,0.008,0.0,ETH-29MAR24-800-P,,1554.62,1697373301910,0.0075,ETH,0.009
0.0,0.0,1573.94,ETH-29MAR24,ETH,,0.0,,3.448608,,,0.0,ETH-29MAR24-7000-P,,1554.62,1697373301910,,ETH,
0.0,0.0,1589.12,ETH-28JUN24,ETH,,50.0,,0.252437,,0.291,0.0,ETH-28JUN24-1300-C,,1554.62,1697373301910,0.0001,ETH,
0.0,0.0,1554.77,ETH-24NOV23,ETH,,798.0,0.00035,0.000277,,0.0004,0.0,ETH-24NOV23-3000-C,,1554.62,1697373301910,0.0002,ETH,0.0005
0.0,0.0,1554.51,ETH-20OCT23,ETH,,0.0,,0.350937,,,0.0,ETH-20OCT23-2100-P,,1554.62,1697373301910,,ETH,
289.03,142.0,1554.48,ETH-20OCT23,ETH,0.0,11219.0,0.0014,0.00142,0.0011,0.0015,0.0,ETH-20OCT23-1650-C,0.0015,1554.62,1697373301910,0.0012,ETH,0.0016
0.0,0.0,1589.12,ETH-28JUN24,ETH,,5303.0,0.12125,0.121356,,0.124,0.0,ETH-28JUN24-1500-P,,1554.62,1697373301910,0.119,ETH,0.1235
0.0,0.0,1554.2,SYN.ETH-3NOV23,ETH,,0.0,,0.673005,,,0.0,ETH-3NOV23-2600-P,,1554.62,1697373301910,,ETH,
0.0,0.0,1604.26,ETH-27SEP24,ETH,,98.0,0.19055,0.356036,,0.378,0.0,ETH-27SEP24-2000-P,,1554.62,1697373301910,0.0001,ETH,0.381
211.62,8.0,1554.5682238181669,SYN.ETH-18OCT23,ETH,0.0,8.0,0.018,0.017903,0.017,0.017,0.0,ETH-18OCT23-1575-P,0.017,1554.62,1697373301910,0.0165,ETH,0.0195
0.0,0.0,1554.48,ETH-20OCT23,ETH,,465.0,,0.0,,0.0002,0.0,ETH-20OCT23-2600-C,,1554.62,1697373301910,,ETH,0.0006
0.0,0.0,1554.5973357272503,SYN.ETH-17OCT23,ETH,,0.0,,3.4e-05,,,0.0,ETH-17OCT23-1750-C,,1554.62,1697373301910,,ETH,0.0001
0.0,0.0,1554.2,SYN.ETH-3NOV23,ETH,,0.0,0.136,0.136103,,,0.0,ETH-3NOV23-1350-C,,1554.62,1697373301910,0.132,ETH,0.14
0.0,0.0,1554.5682238181669,SYN.ETH-18OCT23,ETH,,0.0,0.158,0.157951,,,0.0,ETH-18OCT23-1800-P,,1554.62,1697373301910,0.155,ETH,0.161
0.0,0.0,1554.48,ETH-20OCT23,ETH,,623.0,,1.2e-05,,0.0001,0.0,ETH-20OCT23-2100-C,,1554.62,1697373301910,,ETH,0.0001
0.0,0.0,1554.48,ETH-20OCT23,ETH,,119.0,0.0395,0.039614,,0.039,0.0,ETH-20OCT23-1500-C,,1554.62,1697373301910,0.0355,ETH,0.0435
0.0,0.0,1589.12,ETH-28JUN24,ETH,,0.0,,1.53485,,,0.0,ETH-28JUN24-4000-P,,1554.62,1697373301910,0.0008,ETH,
0.0,0.0,1554.01,ETH-27OCT23,ETH,,3417.0,0.28775,0.287455,,0.22,0.0,ETH-27OCT23-2000-P,,1554.62,1697373301910,0.284,ETH,0.2915
1.55,1.0,1573.94,ETH-29MAR24,ETH,0.0,1482.0,0.0009,0.000795,0.001,0.001,0.0,ETH-29MAR24-400-P,0.001,1554.62,1697373301910,0.0004,ETH,0.0014
2086.18,190.0,1554.626447636334,SYN.ETH-16OCT23,ETH,27.2727,893.0,0.006,0.006231,0.0055,0.007,0.0,ETH-16OCT23-1550-C,0.0085,1554.62,1697373301910,0.0055,ETH,0.0065
167.13,9.0,1573.94,ETH-29MAR24,ETH,0.0,39157.0,0.01325,0.013208,0.012,0.012,0.0,ETH-29MAR24-3000-C,0.012,1554.62,1697373301910,0.012,ETH,0.0145
0.0,0.0,1554.77,ETH-24NOV23,ETH,,0.0,,1.315657,,,0.0,ETH-24NOV23-3600-P,,1554.62,1697373301910,,ETH,
0.0,0.0,1554.5973357272503,SYN.ETH-17OCT23,ETH,,0.0,0.0365,0.036098,,,0.0,ETH-17OCT23-1500-C,,1554.62,1697373301910,0.033,ETH,0.04
15.55,50.0,1554.5682238181669,SYN.ETH-18OCT23,ETH,0.0,50.0,,0.000252,0.0002,0.0002,0.0,ETH-18OCT23-1350-P,0.0002,1554.62,1697373301910,,ETH,0.0004
0.0,0.0,1589.12,ETH-28JUN24,ETH,,0.0,,2.158343,,,0.0,ETH-28JUN24-5000-P,,1554.62,1697373301910,,ETH,
264.43,1.0,1589.12,ETH-28JUN24,ETH,0.0,1304.0,0.17925,0.177419,0.172,0.172,0.0,ETH-28JUN24-1500-C,0.172,1554.62,1697373301910,0.1755,ETH,0.183
0.0,0.0,1573.94,ETH-29MAR24,ETH,,8274.0,0.031,0.030963,,0.0285,0.0,ETH-29MAR24-2200-C,,1554.62,1697373301910,0.0295,ETH,0.0325
0.0,0.0,1554.77,ETH-24NOV23,ETH,,20663.0,0.056,0.056621,,0.0605,0.0,ETH-24NOV23-1600-P,,1554.62,1697373301910,0.055,ETH,0.057
0.0,0.0,1554.5682238181669,SYN.ETH-18OCT23,ETH,,0.0,0.1,0.09974,,,0.0,ETH-18OCT23-1400-C,,1554.62,1697373301910,0.097,ETH,0.103
0.0,0.0,1589.09,ETH-28JUN24,ETH,,22124.0,0.01775,0.017686,,0.016,0.0,ETH-28JUN24-4000-C,,1554.62,1697373301911,0.016,ETH,0.0195
9.96,2.0,1554.2,SYN.ETH-3NOV23,ETH,0.0,1379.0,0.00335,0.003328,0.0032,0.0032,0.0,ETH-3NOV23-1300-P,0.0032,1554.62,1697373301911,0.0032,ETH,0.0035
6642.02,47.0,1589.12,ETH-28JUN24,ETH,2.2472,5941.0,0.09225,0.092188,0.089,0.091,0.0,ETH-28JUN24-1900-C,0.091,1554.62,1697373301911,0.091,ETH,0.0935
0.0,0.0,1558.96,ETH-29DEC23,ETH,,0.0,1.8488,3.16961,,,0.0,ETH-29DEC23-6500-P,,1554.62,1697373301911,0.0001,ETH,3.6975
0.0,0.0,1604.26,ETH-27SEP24,ETH,,0.0,,0.635902,,,0.0,ETH-27SEP24-600-C,,1554.62,1697373301911,,ETH,
0.0,0.0,1554.77,ETH-24NOV23,ETH,,2.0,0.3535,0.353008,,0.335,0.0,ETH-24NOV23-2100-P,,1554.62,1697373301911,0.349,ETH,0.358
0.0,0.0,1554.626447636334,SYN.ETH-16OCT23,ETH,,0.0,0.03,0.029582,,,0.0,ETH-16OCT23-1600-P,,1554.62,1697373301911,0.027,ETH,0.033
23.14,36.0,1553.98,ETH-27OCT23,ETH,-20.0,72444.0,0.00045,0.000446,0.0004,0.0004,0.0,ETH-27OCT23-2000-C,0.0005,1554.62,1697373301911,0.0004,ETH,0.0005
3.57,5.0,1554.48,ETH-20OCT23,ETH,25.0,10126.0,0.0005,0.000495,0.0004,0.0005,0.0,ETH-20OCT23-1750-C,0.0005,1554.62,1697373301911,0.0004,ETH,0.0006
0.0,0.0,1604.26,ETH-27SEP24,ETH,,1072.0,0.139,0.138977,,0.14,0.0,ETH-27SEP24-1800-C,,1554.62,1697373301911,0.137,ETH,0.141
3286.75,77.0,1558.93,ETH-29DEC23,ETH,-1.8182,50368.0,0.02675,0.026581,0.027,0.027,0.0,ETH-29DEC23-1400-P,0.028,1554.62,1697373301911,0.026,ETH,0.0275
0.0,0.0,1558.96,ETH-29DEC23,ETH,,0.0,,1.886935,,,0.0,ETH-29DEC23-4500-P,,1554.62,1697373301911,,ETH,2.4735
422.58,70.0,1554.74,ETH-24NOV23,ETH,-8.5714,29846.0,0.0033,0.00328,0.0032,0.0032,0.0,ETH-24NOV23-2000-C,0.004,1554.62,1697373301911,0.0031,ETH,0.0035
0.0,0.0,1554.01,ETH-27OCT23,ETH,,0.0,,0.544466,,,0.0,ETH-27OCT23-2400-P,,1554.62,1697373301911,,ETH,0.7595
0.0,0.0,1554.01,ETH-27OCT23,ETH,,6.0,0.2285,0.228772,,0.262,0.0,ETH-27OCT23-1200-C,,1554.62,1697373301911,0.226,ETH,0.231
0.0,0.0,1554.48,ETH-20OCT23,ETH,,0.0,0.19025,0.190324,,,0.0,ETH-20OCT23-1850-P,,1554.62,1697373301911,0.187,ETH,0.1935
0.0,0.0,1558.96,ETH-29DEC23,ETH,,21.0,0.302,0.302146,,0.438,0.0,ETH-29DEC23-1100-C,,1554.62,1697373301911,0.2975,ETH,0.3065
0.0,0.0,1554.74,ETH-24NOV23,ETH,,0.0,,0.672868,,,0.0,ETH-24NOV23-2600-P,,1554.62,1697373301911,,ETH,1.154
0.0,0.0,1554.51,ETH-20OCT23,ETH,,0.0,,0.421048,,,0.0,ETH-20OCT23-900-C,,1554.62,1697373301911,,ETH,
0.0,0.0,1554.74,ETH-24NOV23,ETH,,36.0,0.54905,0.608689,,0.4295,0.0,ETH-24NOV23-2500-P,,1554.62,1697373301911,0.0001,ETH,1.098
0.0,0.0,1554.51,ETH-20OCT23,ETH,,60.0,0.22825,0.228362,,0.2264,0.0,ETH-20OCT23-1200-C,,1554.62,1697373301911,0.226,ETH,0.2305
0.0,0.0,1554.77,ETH-24NOV23,ETH,,0.0,0.23375,0.23393,,,0.0,ETH-24NOV23-1200-C,,1554.62,1697373301911,0.2295,ETH,0.238
15.22,98.0,1554.48,ETH-20OCT23,ETH,0.0,8718.0,,8.1e-05,0.0001,0.0001,0.0,ETH-20OCT23-1900-C,0.0001,1554.62,1697373301911,,ETH,0.0004
0.0,0.0,1554.01,ETH-27OCT23,ETH,,103.0,0.54505,0.930523,,0.707,0.0,ETH-27OCT23-3000-P,,1554.62,1697373301911,0.0001,ETH,1.09
0.0,0.0,1573.94,ETH-29MAR24,ETH,,0.0,,3.13124,,,0.0,ETH-29MAR24-6500-P,,1554.62,1697373301911,,ETH,
2.49,15.0,1554.626447636334,SYN.ETH-16OCT23,ETH,-50.0,373.0,,1.7e-05,0.0001,0.0001,0.0,ETH-16OCT23-1450-P,0.0002,1554.62,1697373301911,,ETH,0.0005
971.3,13.0,1554.2,SYN.ETH-3NOV23,ETH,-1.0309,117.0,0.04525,0.044993,0.048,0.048,0.0,ETH-3NOV23-1600-P,0.0485,1554.62,1697373301911,0.044,ETH,0.0465
0.0,0.0,1554.2,SYN.ETH-3NOV23,ETH,,0.0,,0.614049,,,0.0,ETH-3NOV23-600-C,,1554.62,1697373301911,,ETH,
0.0,0.0,1554.48,ETH-20OCT23,ETH,,2972.0,0.063,0.062861,,0.061,0.0,ETH-20OCT23-1650-P,,1554.62,1697373301911,0.06,ETH,0.066
0.0,0.0,1554.74,ETH-24NOV23,ETH,,0.0,,0.54454,,,0.0,ETH-24NOV23-2400-P,,1554.62,1697373301911,,ETH,1.0425
0.0,0.0,1589.12,ETH-28JUN24,ETH,,302.0,0.73305,0.560972,,0.47,0.0,ETH-28JUN24-2400-P,,1554.62,1697373301911,0.0001,ETH,1.466
0.0,0.0,1604.23,ETH-27SEP24,ETH,,0.0,,1.829345,,,0.0,ETH-27SEP24-4500-P,,1554.62,1697373301911,,ETH,
0.0,0.0,1554.01,ETH-27OCT23,ETH,,836.0,0.04525,0.045456,,0.0385,0.0,ETH-27OCT23-1500-C,,1554.62,1697373301911,0.041,ETH,0.0495
0.0,0.0,1554.01,ETH-27OCT23,ETH,,0.0,,0.673134,,,0.0,ETH-27OCT23-2600-P,,1554.62,1697373301911,,ETH,0.867
145.71,1.0,1553.98,ETH-27OCT23,ETH,0.0,18787.0,0.097,0.096661,0.0935,0.0935,0.0,ETH-27OCT23-1700-P,0.0935,1554.62,1697373301911,0.0935,ETH,0.1005
38.54,6.0,1558.93,ETH-29DEC23,ETH,-2.5,31060.0,0.0043,0.004399,0.0039,0.0039,0.0,ETH-29DEC23-2400-C,0.0045,1554.62,1697373301911,0.0041,ETH,0.0045
106.78,133.0,1554.5973357272503,SYN.ETH-17OCT23,ETH,-55.5556,179.0,0.00055,0.000551,0.0004,0.0004,0.0,ETH-17OCT23-1475-P,0.0009,1554.62,1697373301911,0.0004,ETH,0.0007
3340.93,127.0,1558.93,ETH-29DEC23,ETH,3.0303,59859.0,0.01775,0.017734,0.016,0.017,0.0,ETH-29DEC23-1800-C,0.0175,1554.62,1697373301911,0.0175,ETH,0.018
0.0,0.0,1573.94,ETH-29MAR24,ETH,,0.0,,3.76622,,,0.0,ETH-29MAR24-7500-P,,1554.62,1697373301911,,ETH,
24013.1,900.0,1554.74,ETH-24NOV23,ETH,2.8571,214623.0,0.018,0.01795,0.017,0.018,0.0,ETH-24NOV23-1650-C,0.0185,1554.62,1697373301911,0.0175,ETH,0.0185
33.11,12.0,1554.74,ETH-24NOV23,ETH,0.0,2936.0,0.00175,0.001721,0.0017,0.0017,0.0,ETH-24NOV23-2200-C,0.0019,1554.62,1697373301911,0.0016,ETH,0.0019
0.0,0.0,1554.51,ETH-20OCT23,ETH,,0.0,,0.672574,,,0.0,ETH-20OCT23-2600-P,,1554.62,1697373301911,,ETH,
0.0,0.0,1558.96,ETH-29DEC23,ETH,,583.0,0.78705,0.926115,,0.8735,0.0,ETH-29DEC23-3000-P,,1554.62,1697373301911,0.0001,ETH,1.574
1.25,2.0,1554.5682238181669,SYN.ETH-18OCT23,ETH,0.0,2.0,0.0005,0.000491,0.0004,0.0004,0.0,ETH-18OCT23-1650-C,0.0004,1554.62,1697373301911,0.0004,ETH,0.0006
0.0,0.0,1554.5973357272503,SYN.ETH-17OCT23,ETH,,0.0,0.016,0.01594,,,0.0,ETH-17OCT23-1575-P,,1554.62,1697373301911,0.012,ETH,0.02
